,NHS_NUMBER,DATE_OF_BIRTH,FIRST_NAME,LAST_NAME,HOUSEHOLD,AGE,PRACTICE_CODE,PRACTICE_NAME,DISTANCE_FROM_PRACTICE,ESTABLISHMENT_TYPE,EDUCATIONAL_ESTABLISHMENT_UPN,EDUCATIONAL_ESTABLISHMENT_NAME,UNI_COURSE_CODE,UNI_COURSE_TITLE,LAT,LON,MARITAL_STATUS_CODE,MARITAL_STATUS,GENERAL_HEALTH_CODE,GENERAL_HEALTH,OCCUPATION_CODE,OCCUPATION,SEX_CODE,SEX,HOURS_WORKED_CODE,HOURS_WORKED,ECONOMICACTIVITY_CODE,ECONOMICACTIVITY,HOUSEHOLD_TYPE_CODE,HOUSEHOLD_TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,ADDRESS_5,ADDRESS_6,YEARS_AT_ADDRESS,POSTCODE,POSTCODE_NO_SPACE,LOCAL_AUTHORITY_CODE,LOCAL_AUTHORITY,LSOA_CODE,ETHNICITY,CANCER,DIABETES,COPD,ASTHMA,HYPERTENSION,MORBILITIES,ICB22NM,ICB22CD,PCN,MULTIPLE_MOBILITIES,BODY_WEIGHT
48,0004400627,2008-05-21,Richard,Ruiz,H20263775,17,P92030,DR SEABROOK,236.72808139110265,School,106534,The Deanery Church of England High School and Sixth Form College,,,53.55198019,-2.6290385,1,Single,5,Very Good,3,"Managers, directors and senior officials",1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,51A,GRAYSONS CLOSE,WIGAN,WIGAN,WIGAN,GREATER MANCHESTER,19,WN1 2AN,WN12AN,E08000010,Wigan District (B),E01006370,Black,,1,,,,1,NHS Greater Manchester Integrated Care Board,E54000057,U42152,0,Idealweight
49,0052725840,2006-05-21,Donald,Davis,H20263865,19,P92030,DR SEABROOK,244.37612468443302,,,,,,53.55208391,-2.6289687,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,9,Complex other,51A,GRAYSONS CLOSE,WIGAN,WIGAN,WIGAN,GREATER MANCHESTER,19,WN1 2AN,WN12AN,E08000010,Wigan District (B),E01006370,White,,,,,,0,NHS Greater Manchester Integrated Care Board,E54000057,U42152,0,Idealweight
50,0030495593,1992-05-21,Christopher,Weiland,H9886643,33,,,,,,,,,53.86355344,-2.11928433,4, Married or in a same sex civil partnership,3,Fair,11,Elementary occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Underweight
51,0016031828,1927-05-21,Dylan,Jones,H6188320,98,,,,,,,,,53.86349501,-2.11797631,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,3,"Managers, directors and senior officials",1,Male,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
52,0022256067,1993-05-21,Gloria,Pasquino,H3071234,32,,,,,,,,,53.86340038,-2.1173528,1,Single,5,Very Good,11,Elementary occupations,2,Female,5,16-74 years old who do not fall into these categories,8,Economically inactive -  other,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
53,0002347495,1932-05-21,Rosemarie,Dashiell,H6188541,93,,,,,,,,,53.86378243,-2.11895421,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Underweight
54,0025931657,2002-05-21,Edna,Gillespie,H3071563,23,,,,University,10007773,OPEN UNIVERSITY(THE),R62,Computing with Electronic Engineering,53.86369752,-2.1179039,1,Single,5,Very Good,11,Elementary occupations,2,Female,6,<15 hours per week,4,Economically active - student,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
55,0023322048,1989-05-21,Patrick,Chacon,H9887281,36,,,,,,,,,53.86329475,-2.11761454,4, Married or in a same sex civil partnership,4, Good,10,"Process, plant and machine operatives",1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
56,0050832734,1966-05-21,Allison,Henderson,H9887314,59,,,,,,,,,53.86370911,-2.11865431,4, Married or in a same sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Asian,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
57,0033066298,1972-05-21,Scott,Smith,H3071388,53,,,,,,,,,53.86386071,-2.11721468,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,4,Professional occupations,1,Male,4,<49 hours per week,5,Economically active -  self employed,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
58,0041806323,2008-05-21,Francis,Delacruz,H3071435,17,,,,,,,,,53.86369416,-2.11944271,1,Single,5,Very Good,7,Skilled trades occupations,1,Male,3,31-48 hours per week,5,Economically active -  self employed,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Underweight
59,0047121921,1980-05-21,Catherine,Elliott,H3071405,45,,,,,,,,,53.86355933,-2.11869628,6,Widowed or surviving partner from same-sex civil partnership,2,Bad,9,Sales and customer service occupations,2,Female,4,<49 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Asian,1,,,,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Underweight
60,0028596032,1965-05-21,Angelika,Detweiler,H9886707,60,,,,,,,,,53.86363976,-2.11847632,4, Married or in a same sex civil partnership,3,Fair,4,Professional occupations,2,Female,6,<15 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
61,0041246259,1972-05-21,Desirae,Robison,H3071607,53,,,,,,,,,53.86345197,-2.11701165,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,9,Sales and customer service occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
62,0007188823,1945-05-21,Linda,Marcantonio,H6188585,80,,,,,,,,,53.86354389,-2.11842844,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,7,Skilled trades occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,1,,,,1,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Underweight
63,0028944646,1925-05-21,Merle,Taylor,H6188337,100,,,,,,,,,53.86353846,-2.11693894,6,Widowed or surviving partner from same-sex civil partnership,1,Very Bad,9,Sales and customer service occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,1,,1,,1,3,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Overweight
64,0035897174,1993-05-21,Carmel,Hooper,H3071243,32,,,,,,,,,53.86351829,-2.11694138,1,Single,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
65,0035326288,1927-05-21,Gregory,Maedche,H6188497,98,,,,,,,,,53.86337417,-2.11780492,6,Widowed or surviving partner from same-sex civil partnership,1,Very Bad,5,Associate professional and technical occupations,1,Male,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,1,,,1,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Overweight
66,0029877609,1975-05-21,Kristine,Patel,H9887188,50,,,,,,,,,53.86332393,-2.11771953,4, Married or in a same sex civil partnership,4, Good,9,Sales and customer service occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Underweight
67,0019159175,1931-05-21,Brenda,Whatley,H6188620,94,,,,,,,,,53.8635236,-2.11783046,6,Widowed or surviving partner from same-sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
68,0007138069,1964-05-21,Elizabeth,Lavigne,H3071589,61,,,,,,,,,53.86373107,-2.11744447,6,Widowed or surviving partner from same-sex civil partnership,5,Very Good,4,Professional occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
69,0021329851,1922-05-21,Mae,Ramirez,H6188581,103,,,,,,,,,53.86367045,-2.11904286,6,Widowed or surviving partner from same-sex civil partnership,4, Good,11,Elementary occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
70,0035671971,2000-05-21,Jack,Beaty,H3071325,25,,,,,,,,,53.86363436,-2.11848166,1,Single,5,Very Good,10,"Process, plant and machine operatives",1,Male,4,<49 hours per week,5,Economically active -  self employed,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
71,0044693398,1936-05-21,Elizabeth,Corbin,H6188469,89,,,,,,,,,53.86345476,-2.11857585,6,Widowed or surviving partner from same-sex civil partnership,4, Good,4,Professional occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
72,0049686037,1979-05-21,Lance,Watkins,H3071480,46,,,,,,,,,53.86349579,-2.11808956,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,4,Professional occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
73,0050408749,1968-05-21,Leon,Ramsey,H9887361,57,,,,,,,,,53.86374621,-2.1173694,4, Married or in a same sex civil partnership,5,Very Good,7,Skilled trades occupations,1,Male,4,<49 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
74,0006312123,1977-05-21,Maureen,Weiland,H9886643,48,,,,,,,,,53.86355344,-2.11928433,4, Married or in a same sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,5,16-74 years old who do not fall into these categories,7,Economically inactive -  looking after home or family,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
75,0003999152,1994-05-21,Randolph,Estrada,H9887255,31,,,,,,,,,53.86378794,-2.11869075,4, Married or in a same sex civil partnership,5,Very Good,4,Professional occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
76,0037574184,1973-05-21,Glenda,Frazier,H3071481,52,,,,,,,,,53.86367401,-2.11706768,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,3,"Managers, directors and senior officials",2,Female,4,<49 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,1,,,1,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Overweight
77,0022799403,1990-05-21,Jeffrey,Ramsey,H9887361,35,,,,,,,,,53.86374621,-2.1173694,4, Married or in a same sex civil partnership,5,Very Good,4,Professional occupations,1,Male,3,31-48 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
78,0019453511,2003-05-21,Linda,Real,H3071408,22,,,,University,10007773,OPEN UNIVERSITY(THE),R81,Law,53.8633407,-2.11796351,1,Single,5,Very Good,5,Associate professional and technical occupations,2,Female,6,<15 hours per week,4,Economically active - student,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
79,0029593730,1982-05-21,Luisa,Chacon,H9887281,43,,,,,,,,,53.86329475,-2.11761454,4, Married or in a same sex civil partnership,5,Very Good,5,Associate professional and technical occupations,2,Female,7,16-30 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
80,0053090023,1967-05-21,Gertrude,Woodman,H9886729,58,,,,,,,,,53.8635388,-2.11786845,4, Married or in a same sex civil partnership,2,Bad,4,Professional occupations,2,Female,3,31-48 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,1,,,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
81,0013154795,1986-05-21,James,Woodman,H9886729,39,,,,,,,,,53.8635388,-2.11786845,4, Married or in a same sex civil partnership,4, Good,9,Sales and customer service occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
82,0003761896,1997-05-21,Norris,Vargas,H3071223,28,,,,,,,,,53.86364644,-2.11764641,1,Single,5,Very Good,5,Associate professional and technical occupations,1,Male,6,<15 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
83,0043609308,2007-05-21,Christina,Griffin,H3071574,18,,,,,,,,,53.86368021,-2.11735788,1,Single,4, Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
84,0052782741,1990-05-21,David,Detweiler,H9886707,35,,,,,,,,,53.86363976,-2.11847632,4, Married or in a same sex civil partnership,4, Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
85,0018660553,1962-05-21,Wilma,Estrada,H9887255,63,,,,,,,,,53.86378794,-2.11869075,4, Married or in a same sex civil partnership,4, Good,9,Sales and customer service occupations,2,Female,7,16-30 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
86,0051440091,1988-05-21,Anitra,Headd,H3071309,37,,,,,,,,,53.86348985,-2.11869508,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,5,Associate professional and technical occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,,,0,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Idealweight
87,0001746964,1955-05-21,Gwen,Willadsen,H6188553,70,,,,,,,,,53.86361713,-2.11710827,6,Widowed or surviving partner from same-sex civil partnership,1,Very Bad,6,Administrative and secretarial occupations,2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,2,One adult - 65+,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,1,,,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
88,0006658616,2000-05-21,Miriam,Black,H3071581,25,,,,,,,,,53.86346756,-2.11860585,1,Single,3,Fair,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,1,,,,1,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Underweight
89,0024834565,1967-05-21,Marianne,Yost,H9886946,58,,,,,,,,,53.86370642,-2.11913463,4, Married or in a same sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,1,,,1,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Overweight
90,0038397032,1983-05-21,Anthony,Yost,H9886946,42,,,,,,,,,53.86370642,-2.11913463,4, Married or in a same sex civil partnership,5,Very Good,3,"Managers, directors and senior officials",1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,White,,,,1,,1,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,0,Overweight
91,0021805101,1986-05-21,Nellie,Coffman,H3071358,39,,,,,,,,,53.86356411,-2.11926679,1,Single,4, Good,3,"Managers, directors and senior officials",2,Female,3,31-48 hours per week,5,Economically active -  self employed,1,One adult - to age 65,9,WYCOLLER VIEW,LANESHAWBRIDGE,COLNE,PENDLE,LANCASHIRE,0,BB8 7GY,BB87GY,E07000122,Pendle District (B),E01025178,Black,,1,,1,,2,NHS Lancashire and South Cumbria Integrated Care Board,E54000048,,1,Overweight
